Platform,Severity,Group,Number,Log Message
ASA,6,610,101,Authorization failed: Cmd: command Cmdtype: command_modifier
ASA,6,611,101,"User authentication succeeded: IP, IP address: Uname: user"
ASA,6,611,102,"User authentication failed: IP = IP address, Uname: user"
ASA,6,611,301,VPN Client: NAT configured for Client Mode with no split tunneling: NAT address: mapped_address
ASA,6,611,302,VPN Client: NAT exemption configured for Network Extension Mode with no split tunneling
ASA,6,611,303,VPN Client: NAT configured for Client Mode with split tunneling: NAT address: mapped_address Split Tunnel Networks: IP_address/netmask IP_address/netmask
ASA,6,611,304,VPN Client: NAT exemption configured for Network Extension Mode with split tunneling: Split Tunnel Networks: IP_address/netmask IP_address/netmask
ASA,6,611,305,VPN Client: DHCP Policy installed: Primary DNS: IP_address Secondary DNS: IP_address Primary WINS: IP_address Secondary WINS: IP_address
ASA,6,611,306,VPN Client: Perfect Forward Secrecy Policy installed
ASA,6,611,307,VPN Client: Head end: IP_address
ASA,6,611,308,VPN Client: Split DNS Policy installed: List of domains: string string
ASA,6,611,309,VPN Client: Disconnecting from head end and uninstalling previously downloaded policy: Head End: IP_address
ASA,6,611,310,VNP Client: XAUTH Succeeded: Peer: IP_address
ASA,6,611,311,VNP Client: XAUTH Failed: Peer: IP_address
ASA,6,611,312,VPN Client: Backup Server List: reason
ASA,6,611,314,VPN Client: Load Balancing Cluster with Virtual IP: IP_address has redirected the to server IP_address
ASA,6,611,315,VPN Client: Disconnecting from Load Balancing Cluster member IP_address
ASA,6,611,316,VPN Client: Secure Unit Authentication Enabled
ASA,6,611,317,VPN Client: Secure Unit Authentication Disabled
ASA,6,611,318,VPN Client: User Authentication Enabled: Auth Server IP: IP_address Auth Server Port: port Idle Timeout: time
ASA,6,611,319,VPN Client: User Authentication Disabled
ASA,6,611,320,VPN Client: Device Pass Thru Enabled
ASA,6,611,321,VPN Client: Device Pass Thru Disabled
ASA,6,611,322,VPN Client: Extended XAUTH conversation initiated when SUA disabled
ASA,6,611,323,VPN Client: Duplicate split nw entry
ASA,6,613,001,Checksum Failure in database in area string Link State Id IP_address Old Checksum number New Checksum number
ASA,6,613,002,interface interface_name has zero bandwidth
ASA,6,613,003,IP_address netmask changed from area string to area string
ASA,6,613,014,Base topology enabled on interface string attached to MTR compatible mode area string%ASA-6-613027: OSPF process number removed from interface interface_name
ASA,6,613,028,Unrecognized virtual interface intetface_name. Treat it as loopback stub route
ASA,6,613,041,"OSPF-100 Areav string: LSA ID IP_address, Type number, Adv-rtr IP_address, LSA counter DoNotAge"
ASA,6,613,043,
ASA,6,613,101,Checksum Failure in database in area %s\n Link State Id %i Old Checksum %#x New Checksum %#x\n
ASA,6,613,102,interface %s has zero bandwidth
ASA,6,613,103,%i%m changed from area %AREA_ID_STR to area %AREA_ID_STR
ASA,6,613,104,Unrecognized virtual interface %IF_NAME. 
ASA,6,614,001,Split DNS: request patched from server: IP_address to server: IP_address
ASA,6,614,002,Split DNS: reply from server: IP_address reverse patched back to original server: IP_address
ASA,6,615,001,vlan number not available for firewall interface
ASA,6,615,002,vlan number available for firewall interface
ASA,6,616,001,Pre-allocate MGCP data_channel connection for inside_interface:inside_address to outside_interface:outside_address/port from message_type message
ASA,6,617,001,GTPv version msg_type from source_interface:source_address/source_port not accepted by source_interface:dest_address/dest_port
ASA,6,617,002,"Removing v1 PDP Context with TID tid from GGSN IP_address and SGSN IP_address, Reason: reason or Removing v1 primary|secondary PDP Context with TID tid from GGSN IP_address and SGSN IP_address, Reason: reason"
ASA,6,617,003,GTP Tunnel created from source_interface:source_address/source_port to source_interface:dest_address/dest_port
ASA,6,617,004,GTP connection created for response from source_interface:source_address/0 to source_interface:dest_address/dest_port
ASA,6,617,100,Teardown num_conns connection(s) for user user_ip
ASA,6,618,001,"Denied STUN packet <msg_type> from <ingress_ifc>:<source_addr>/<source_port> to <egress_ifc>:<destination_addr>/<destination_port> for connection <conn_id>, <drop_reason>"
ASA,6,620,001,Pre-allocate CTIQBE {RTP | RTCP} secondary channel for interface_name:outside_address[/outside_port] to interface_name:inside_address[/inside_port] from CTIQBE_message_name message
ASA,6,621,001,"Interface interface_name does not support multicast, not enabled"
ASA,6,621,002,"Interface interface_name does not support multicast, not enabled"
ASA,6,621,003,The event queue size has exceeded number
ASA,6,621,006,"Mrib disconnected, (IP_address, IP_address) event cancelled"
ASA,6,621,007,"Bad register from interface_name:IP_address to IP_address for (IP_address, IP_address)"
ASA,6,622,001,"string tracked route network mask address, distance number, table string, on interface interface-name"
ASA,6,622,101,Starting regex table compilation for match_command; table entries = regex_num entries
ASA,6,622,102,Completed regex table compilation for match_command; table size = num bytes
ASA,6,634,001,"DAP: User user, Addr ipaddr, Connection connection; The following DAP records were selected for this connection: DAP Record names"
ASA,6,713,128,Connection attempt to VCPIP redirected to VCA peer IP_address via load balancing
ASA,6,713,145,"Detected Hardware Client in network extension mode, adding static route for address: IP_address, mask: netmask"
ASA,6,713,147,"Terminating tunnel to Hardware Client in network extension mode, deleting static route for address: IP_address, mask: netmask"
ASA,6,713,172,Automatic NAT Detection Status: Remote end is|is not behind a NAT device This end is|is_not behind a NAT device
ASA,6,713,177,"Received remote Proxy Host FQDN in ID Payload: Host Name: host_name Address IP_address, Protocol protocol, Port port"
ASA,6,713,184,Client Type: Client_type Client Application Version: Application_version_string
ASA,6,713,202,Duplicate IP_addr packet detected. 
ASA,6,713,211,"Adding static route for L2L peer coming in on a dynamic map. address: IP_address, mask: netmask"
ASA,6,713,213,"Deleting static route for L2L peer that came in on a dynamic map. address: IP_address, mask: netmask"
ASA,6,713,215,No match against Client Type and Version rules. Client: type version is/is not allowed by default
ASA,6,713,219,Queuing KEY-ACQUIRE messages to be processed when P1 SA is complete.
ASA,6,713,220,De-queuing KEY-ACQUIRE messages that were left pending.
ASA,6,713,228,Assigned private IP address assigned_private_IP
ASA,6,713,235,Attempt to send an IKE packet from standby unit. Dropping the packet!
ASA,6,713,256,"IP = peer-IP, Sending spoofed ISAKMP Aggressive Mode message 2 due to receipt of unknown tunnel group. Aborting connection."
ASA,6,713,265,"Adding static route for L2L peer coming in on a dynamic map. address: IP_address, mask: /prefix_len"
ASA,6,713,267,"Deleting static route for L2L peer that came in on a dynamic map. address: IP_address, mask: /prefix_len"
ASA,6,713,269,"Detected Hardware Client in network extension mode, adding static route for address: IP_address, mask: /prefix_len"
ASA,6,713,271,"Terminating tunnel to Hardware Client in network extension mode, deleting static route for address: IP_address, mask: /prefix_len"
ASA,6,713,905,Descriptive_event_string.
ASA,6,716,001,Group group User user WebVPN session started.
ASA,6,716,002,Group group User user WebVPN session terminated: reason.
ASA,6,716,003,Group group User user WebVPN access GRANTED: url
ASA,6,716,004,Group group User user WebVPN access DENIED to specified location: url
ASA,6,716,005,Group group User user WebVPN ACL Parse Error: reason
ASA,6,716,006,Group name User user WebVPN session terminated. Idle timeout.
ASA,6,716,009,Group group User user WebVPN session not allowed. WebVPN ACL parse error.
ASA,6,717,003,Certificate received from Certificate Authority for trustpoint trustpoint_name.
ASA,6,716,038,"Authentication: successful, group = name user = user, Session Type: WebVPN"
ASA,6,716,039,"Authentication: rejected, group = name user = user, Session Type: %s"
ASA,6,716,040,"Reboot pending, new sessions disabled. Denied user login."
ASA,6,716,041,access-list acl_ID action url url hit_cnt count
ASA,6,716,042,access-list acl_ID action tcp source_interface/source_address (source_port) - dest_interface/dest_address(dest_port) hit-cnt count
ASA,6,716,043,"Group group-name, User user-name, IP IP_address: WebVPN Port Forwarding Java applet started. Created new hosts file mappings"
ASA,6,716,049,Group group-name User user-name IP IP_address Empty SVC ACL.
ASA,6,716,050,Error adding to ACL: ace_command_line
ASA,6,716,051,Group group-name User user-name IP IP_address Error adding dynamic ACL for user.
ASA,6,716,055,Group group-name User user-name IP IP_address Authentication to SSO server name: name type type succeeded
ASA,6,716,058,Group group User user IP ip AnyConnect session lost connection. Waiting to resume.
ASA,6,716,059,Group group User user IP ip AnyConnect session resumed. Connection from ip2
ASA,6,716,060,Group group User user IP ip Terminated AnyConnect session in inactive state to accept a new connection. License limit reached.
ASA,6,717,003,Certificate received from Certificate Authority for trustpoint trustpoint_name.
ASA,6,717,004,PKCS #12 export failed for trustpoint trustpoint_name.
ASA,6,717,005,PKCS #12 export succeeded for trustpoint trustpoint_name.
ASA,6,717,006,PKCS #12 import failed for trustpoint trustpoint_name.
ASA,6,717,007,PKCS #12 import succeeded for trustpoint trustpoint_name.
ASA,6,717,016,Removing expired CRL from the CRL cache. Issuer: issuer
ASA,6,717,022,Certificate was successfully validated. certificate_identifiers
ASA,6,717,028,Certificate chain was successfully validated additional info.
ASA,6,717,033,OCSP response status - Successful.
ASA,6,717,043,Local CA Server certificate enrollment related info for user: user. Info: info.
ASA,6,717,047,"Revoked certificate issued to user: username, with serial number serial number."
ASA,6,717,048,"Unrevoked certificate issued to user: username, with serial number serial number."
ASA,6,717,056,Attempting type revocation check from Src Interface:Src IP/Src Port to Dst IP/Dst Port using protocol
ASA,6,718,003,"Got unknown peer message message_number from IP_address, local version version_number, remote version version_number"
ASA,6,718,004,Got unknown internal message message_number
ASA,6,718,013,Peer IP_address is not answering HELLO
ASA,6,718,027,Received unexpected KEEPALIVE request from IP_address
ASA,6,718,030,Received planned OOS from IP_address
ASA,6,718,037,Master processed number_of_timeouts timeouts
ASA,6,718,038,Slave processed number_of_timeouts timeouts
ASA,6,718,039,Process dead peer IP_address
ASA,6,718,040,Timed-out exchange ID exchange_ID not found
ASA,6,718,051,Deleted secure tunnel to peer IP_address
ASA,6,719,001,Email Proxy session could not be established: session limit of maximum_sessions has been reached.
ASA,6,719,003,Email Proxy session pointer resources have been freed for source_address.
ASA,6,719,004,Email Proxy session pointer has been successfully established for source_address.
ASA,6,719,010,protocol Email Proxy feature is disabled on interface interface_name.
ASA,6,719,011,Protocol Email Proxy feature is enabled on interface interface_name.
ASA,6,719,012,Email Proxy server listening on port port for mail protocol protocol.
ASA,6,719,013,Email Proxy server closing port port for mail protocol protocol.
ASA,6,719,017,WebVPN user: vpnuser invalid dynamic ACL.
ASA,6,719,018,WebVPN user: vpnuser ACL ID acl_ID not found
ASA,6,719,019,WebVPN user: vpnuser authorization failed.
ASA,6,719,020,WebVPN user vpnuser authorization completed successfully.
ASA,6,719,021,WebVPN user: vpnuser is not checked against ACL.
ASA,6,719,022,WebVPN user vpnuser has been authenticated.
ASA,6,719,023,WebVPN user vpnuser has not been successfully authenticated. Access denied.
ASA,6,719,024,Email Proxy piggyback auth fail: session = pointer user=vpnuser addr=source_address
ASA,6,719,025,Email Proxy DNS name resolution failed for hostname.
ASA,6,719,026,Email Proxy DNS name hostname resolved to IP_address.
ASA,6,720,002,(VPN-unit) Starting VPN Stateful Failover Subsystem...
ASA,6,720,003,(VPN-unit) Initialization of VPN Stateful Failover Component completed successfully
ASA,6,720,004,(VPN-unit) VPN failover main thread started.
ASA,6,720,005,(VPN-unit) VPN failover timer thread started.
ASA,6,720,006,(VPN-unit) VPN failover sync thread started.
ASA,6,720,010,(VPN-unit) VPN failover client is being disabled
ASA,6,720,012,(VPN-unit) Failed to update IPSec failover runtime data on the standby unit.
ASA,6,722,013,Group group User user-name IP IP_address SVC Message: type-num/INFO: message
ASA,6,720,014,"(VPN-unit) Phase 2 connection entry (msg_id=message_number, my cookie=mine, his cookie=his) contains no SA list."
ASA,6,720,015,"(VPN-unit) Cannot found Phase 1 SA for Phase 2 connection entry (msg_id=message_number, my cookie=mine, his cookie=his)."
ASA,6,720,023,(VPN-unit) HA status callback: Peer is not present.
ASA,6,720,024,(VPN-unit) HA status callback: Control channel is status.
ASA,6,720,025,(VPN-unit) HA status callback: Data channel is status.
ASA,6,720,026,(VPN-unit) HA status callback: Current progression is being aborted.
ASA,6,720,027,(VPN-unit) HA status callback: My state state.
ASA,6,720,028,(VPN-unit) HA status callback: Peer state state.
ASA,6,720,029,(VPN-unit) HA status callback: Start VPN bulk sync state.
ASA,6,720,030,(VPN-unit) HA status callback: Stop bulk sync state.
ASA,6,720,032,"(VPN-unit) HA status callback: id=ID, seq=sequence_#, grp=group, event=event, op=operand, my=my_state, peer=peer_state."
ASA,6,720,037,"(VPN-unit) HA progression callback: id=id,seq=sequence_number,grp=group,event=event,op=operand, my=my_state,peer=peer_state."
ASA,6,720,039,(VPN-unit) VPN failover client is transitioning to active state
ASA,6,720,040,(VPN-unit) VPN failover client is transitioning to standby state.
ASA,6,720,045,(VPN-unit) Start bulk syncing of state information on standby unit.
ASA,6,720,046,(VPN-unit) End bulk syncing of state information on standby unit
ASA,6,720,056,(VPN-unit) VPN Stateful failover Message Thread is being disabled.
ASA,6,720,057,(VPN-unit) VPN Stateful failover Message Thread is enabled.
ASA,6,720,058,(VPN-unit) VPN Stateful failover Timer Thread is disabled.
ASA,6,720,059,(VPN-unit) VPN Stateful failover Timer Thread is enabled.
ASA,6,720,060,(VPN-unit) VPN Stateful failover Sync Thread is disabled.
ASA,6,720,061,(VPN-unit) VPN Stateful failover Sync Thread is enabled.
ASA,6,720,062,(VPN-unit) Active unit started bulk sync of state information to standby unit.
ASA,6,720,063,(VPN-unit) Active unit completed bulk sync of state information to standby.
ASA,6,721,001,(device) WebVPN Failover SubSystem started successfully.(device) either WebVPN-primary or WebVPN-secondary.
ASA,6,721,002,"(device) HA status change: event event, my state my_state, peer state peer."
ASA,6,721,003,"(device) HA progression change: event event, my state my_state, peer state peer."
ASA,6,721,004,(device) Create access list list_name on standby unit.
ASA,6,721,005,(device) Fail to create access list list_name on standby unit.
ASA,6,721,006,(device) Update access list list_name on standby unit.
ASA,6,721,008,(device) Delete access list list_name on standby unit.
ASA,6,721,009,(device) Fail to delete access list list_name on standby unit.
ASA,6,721,010,"(device) Add access list rule list_name, line line_no on standby unit."
ASA,6,721,012,(device) Enable APCF XML file file_name on the standby unit.
ASA,6,721,014,(device) Disable APCF XML file file_name on the standby unit.
ASA,6,721,016,"(device) WebVPN session for client user user_name, IP ip_address has been created."
ASA,6,721,018,"(device) WebVPN session for client user user_name, IP ip_address has been deleted."
ASA,6,722,013,Group group User user-name IP IP_address SVC Message: type-num/INFO: message
ASA,6,722,014,Group group User user-name IP IP_address SVC Message: type-num/INFO: message
ASA,6,722,022,Group group-name User user-name IP addr (TCP | UDP) connection established (with | without) compression
ASA,6,722,023,Group group User user-name IP IP_address SVC connection terminated {with|without} compression
ASA,6,722,024,SVC Global Compression Enabled
ASA,6,722,025,SVC Global Compression Disabled
ASA,6,722,026,Group group User user-name IP IP_address SVC compression history reset
ASA,6,722,027,Group group User user-name IP IP_address SVC decompression history reset
ASA,6,722,051,Group group-policy User username IP public-ip Address assigned-ip assigned to session
ASA,6,722,053,Group g User u IP ip Unknown client user-agent connection.
ASA,6,722,055,Group group-policy User username IP public-ip Client Type: user-agent
ASA,6,723,001,"Group group-name, User user-name, IP IP_address: WebVPN Citrix ICA connection connection is up."
ASA,6,723,002,"Group group-name, User user-name, IP IP_address: WebVPN Citrix ICA connection connection is down."
ASA,6,725,001,Starting SSL handshake with peer-type interface:src-ip/src-port to dst-ip/dst-port for protocol session.
ASA,6,725,002,Device completed SSL handshake with peer-type interface:src-ip/src-port to dst-ip/dst-port for protocol-version session
ASA,6,725,003,SSL peer-type interface:src-ip/src-port to dst-ip/dst-port request to resume previous session.
ASA,6,725,004,Device requesting certificate from SSL peer-type interface:src-ip/src-port to dst-ip/dst-port for authentication.
ASA,6,725,005,SSL peer-type interface:src-ip/src-port to dst-ip/dst-port requesting our device certificate for authentication.
ASA,6,725,006,Device failed SSL handshake with peer-type interface:src-ip/src-port to dst-ip/dst-port
ASA,6,725,007,SSL session with peer-type interface:src-ip/src-port to dst-ip/dst-port terminated.
ASA,6,726,001,Inspected im_protocol im_service Session between Client im_client_1 and im_client_2 Packet flow from src_ifc:/sip/sport to dest_ifc:/dip/dport Action: action Matched Class class_map_id class_map_name
ASA,6,730,004,Group groupname User username IP ipaddr VLAN ID vlanid from AAA ignored.
ASA,6,730,005,Group groupname User username IP ipaddr VLAN ID vlanid from AAA is invalid.
ASA,6,730,008,"Group groupname, User username, IP ipaddr, VLAN MAPPING timeout waiting NACApp."
ASA,6,725,016,Device selects trust-point <trustpoint> for peer-type interface:src-ip/src-port to dst-ip/dst-port
ASA,6,731,001,NAC policy added: name: policyname Type: policytype.
ASA,6,731,002,NAC policy deleted: name: policyname Type: policytype.
ASA,6,731,003,nac-policy unused: name: policyname Type: policytype.
ASA,6,732,001,"Group groupname, User username, IP ipaddr, Fail to parse NAC-SETTINGS nac-settings-id, terminating connection."
ASA,6,732,002,"Group groupname, User username, IP ipaddr, NAC-SETTINGS settingsid from AAA ignored, existing NAC-SETTINGS settingsid_inuse used instead."
ASA,6,732,003,"Group groupname, User username, IP ipaddr, NAC-SETTINGS nac-settings-id from AAA is invalid, terminating connection."
ASA,6,734,001,"DAP: User user, Addr ipaddr, Connection connection: The following DAP records were selected for this connection: DAP record names"
ASA,6,737,005,"IPAA: DHCP configured, request succeeded for tunnel-group 'tunnel-group'"
ASA,6,737,006,IPAA: Local pool request succeeded for tunnel-group 'tunnel-group'
ASA,6,737,009,"IPAA: AAA assigned address ip-address, request failed"
ASA,6,737,010,"IPAA: AAA assigned address ip-address, request succeeded"
ASA,6,737,014,IPAA: Freeing AAA address ip-address
ASA,6,737,015,IPAA: Freeing DHCP address ip-address
ASA,6,737,016,IPAA: Freeing local pool address ip-address
ASA,6,737,017,IPAA: DHCP request attempt num succeeded
ASA,6,737,026,IPAA: Client assigned ip-address from local pool 
ASA,6,737,029,IPAA: Adding ip-address to standby: succeeded
ASA,6,737,031,IPAA: Removing %m from standby: succeeded
ASA,6,737,036,"IPAA: Session=<session>, Client assigned <address> from DHCP"
ASA,6,741,000,Coredump filesystem image created on variable 1 -size variable 2 MB
ASA,6,741,001,Coredump filesystem image on variable 1 - resized from variable 2 MB to variable 3 MB
ASA,6,741,002,Coredump log and filesystem contents cleared on variable 1
ASA,6,741,003,Coredump filesystem and its contents removed on variable 1
ASA,6,741,004,Coredump configuration reset to default values
ASA,6,746,001,user-identity: activated import user groups | activated host names | user-to-IP address databases download started
ASA,6,746,002,user-identity: activated import user groups | activated host names | user-to-IP address databases download complete
ASA,6,746,008,user-identity: NetBIOS Probe Process started
ASA,6,746,009,user-identity: NetBIOS Probe Process stopped
ASA,6,746,017,user-identity: Update import-user domain_name\\group_name
ASA,6,746,018,user-identity: Update import-user domain_name\\group_name done
ASA,6,747,004,Clustering: state machine changed from state state-name to state-name.
ASA,6,748,009,[CPU load percentage | memory load percentage] of chassis chassis_number exceeds overflow protection threshold [CPU percentage | memory percentage}. System may be oversubscribed on chassis failure.
ASA,6,803,001,Flow offloaded: connection conn_id outside_ifc:outside_addr/outside_port (mapped_addr/mapped_port) inside_ifc:inside_addr/inside_port (mapped_addr/mapped_port) Protocol
ASA,6,803,002,Flow is no longer offloaded: connection conn_id outside_ifc:outside_addr/outside_port (mapped_addr/mapped_port) inside_ifc:inside_addr/inside_port (mapped_addr/mapped_port) Protocol
ASA,6,751,023,Local a:p Remote: a:p Username:n Unknown client connection
ASA,6,751,026,Local: localIP:port Remote: remoteIP:port Username: username/group IKEv2 Client OS: client-os Client: client-name client-version
ASA,6,776,008,CTS SXP: Connection with peer IP (instance connection instance num) state changed from original state to final state.
ASA,6,776,251,CTS SGT-MAP: Binding binding IP - SGname(SGT) from source name added to binding manager.
ASA,6,776,253,CTS SGT-MAP: Binding binding IP - new SGname(SGT) from new source name changed from old sgt: old SGname(SGT) from old source old source name.
ASA,6,776,303,"CTS Policy: Security-group name ""sgname"" is resolved to security-group tag sgt"
ASA,6,776,311,"CTS Policy: Previously unresolved security-group name ""sgname"" is now resolved to security-group tag sgt"
ASA,6,767,001,Inspect-name: Dropping an unsupported IPv6/IP46/IP64 packet from interface:IP Addr to interface:IP Addr (fail-close)
ASA,6,775,001,Scansafe: protocol connection conn_id from interface_name:real_address/real_port [(idfw_user)] to interface_name:real_address/real_port redirected to server_interface_name:server_ip_address
ASA,6,775,003,Scansafe:protocol connection conn_id from interface_name:real_address/real_port [(idfw_user)] to interface_name:real_address/real_port is whitelisted.
ASA,6,775,006,Primary server interface:ip_address is not reachable and backup server interface:ip_address is now active
ASA,6,772,005,REAUTH: user username passed authentication
ASA,6,775,005,Scansafe: Primary server ip_address is reachable now
ASA,6,778,001,VXLAN: Invalid VXLAN segment-id segment-id for protocol from ifc-name:(IP-address/port) to ifc-name:(IP-address/port).
ASA,6,778,002,VXLAN: There is no VNI interface for segment-id segment-id.
ASA,6,778,003,VXLAN: Invalid VXLAN segment-id segment-id for protocol from ifc-name:(IP-address/port) to ifc-name:(IP-address/port) in FP.
ASA,6,778,004,VXLAN: Invalid VXLAN header for protocol from ifc-name:(IP-address/port) to ifc-name:(IP-address/port) in FP.
ASA,6,778,005,VXLAN: Packet with VXLAN segment-id segment-id from ifc-name is denied by FP L2 check.
ASA,6,778,006,VXLAN: Invalid VXLAN UDP checksum from ifc-name:(IP-address/port) to ifc-name:(IP-address/port) in FP.
ASA,6,778,007,VXLAN: Packet from ifc-name:IP-address/port to IP-address/port was discarded due to invalid NVE peer.
ASA,6,779,001,STS: Out-tag lookup failed for in-tag segment-id of protocol from ifc-name:IP-address/port to IP-address/port.
ASA,6,779,002,"STS: STS and NAT locate different egress interface for segment-id segment-id, protocol from ifc-name:IP-address/port to IP-address/port"
ASA,6,780,001,RULE ENGINE: Started compilation for access-group transaction - description of the transaction.
ASA,6,780,002,RULE ENGINE: Finished compilation for access-group transaction - description of the transaction.
ASA,6,780,003,RULE ENGINE: Started compilation for nat transaction - description of the transaction.
ASA,6,780,004,RULE ENGINE: Finished compilation for nat transaction - description of the transaction.
ASA,6,802,001,User username IP ip_address OS os_name UDID number MDM action session started.
ASA,6,802,002,User username IP ip_address OS os_name UDID number MDM action session terminated.
ASA,6,802,005,IP ip_address Received MDM request details.
ASA,6,803,001,"Bypass is continuing after power up, no protection will be provided by the system for traffic over GigabitEthernet 1/1-1/2"
ASA,6,803,002,No protection will be provided by the system for traffic over GigabitEthernet 1/1-1/2
ASA,6,803,003,User disabled bypass manually on GigabitEthernet 1/1-1/2
ASA,6,804,001,Interface GigabitEthernet1/3 1000BaseSX SFP has been inserted
ASA,6,804,002,Interface GigabitEthernet1/3 SFP has been removed
ASA,6,805,001,Flow offloaded: connection conn_id outside_ifc:outside_addr/outside_port (mapped_addr/mapped_port) inside_ifc:inside_addr/inside_port (mapped_addr/mapped_port) Protocol 
ASA,6,805,002,Flow is no longer offloaded: connection conn_id outside_ifc:outside_addr/outside_port (mapped_addr/mapped_port) inside_ifc:inside_addr/inside_port (mapped_addr/mapped_port) Protocol 
ASA,6,805,003,Flow could not be offloaded: connection <conn_id> <outside_ifc>:<outside_addr>/<outside_port> (<mapped_addr>/<mapped_port>) < inside_ifc>:<inside_addr>/<inside_port> (<mapped_addr>/<mapped_port>) <Protocol> 
ASA,7,108,006,"Detected ESMTP size violation from src_ifc:sip|sport to dest_ifc:dip|dport;declared size is: decl_size, actual size is act_size."
ASA,7,109,014,A non-Telnet connection was denied to the configured virtual Telnet IP address.
ASA,7,109,021,Uauth null proxy error
ASA,7,111,009,User user executed cmd:string
ASA,7,113,028,Extraction of username from VPN client certificate has string. [Request num]
ASA,7,199,019,syslog
ASA,7,304,005,URL Server IP_address request pending URL url
ASA,7,304,009,Ran out of buffer blocks specified by url-block command
ASA,7,333,004,EAP-SQ response invalid - context:EAP-context
ASA,7,333,005,EAP-SQ response contains invalid TLV(s) - context:EAP-context
ASA,7,333,006,EAP-SQ response with missing TLV(s) - context:EAP-context
ASA,7,333,007,EAP-SQ response TLV has invalid length - context:EAP-context
ASA,7,333,008,EAP-SQ response has invalid nonce TLV - context:EAP-context
ASA,7,335,007,NAC Default ACL not configured - host-address
ASA,7,342,001,REST API Agent started successfully.
ASA,7,342,005,REST API image has been installed successfully.
ASA,7,342,007,REST API image has been uninstalled successfully.
ASA,7,421,004,Failed to inject {TCP|UDP} packet from IP_address/port to IP_address/port
ASA,7,609,001,Built local-host zone_name/*: ip_address
ASA,7,609,002,Teardown local-host zone_name/*: ip_address duration time
ASA,7,701,001,alloc_user() out of Tcp_user objects
ASA,7,701,002,alloc_user() out of Tcp_proxy objects
ASA,7,702,307,IPSEC: An direction tunnel_type SA (SPI=spi) between local_IP and remote_IP (username) is rekeying due to data rollover.
ASA,7,703,001,H.225 message received from interface_name:IP_address/port to interface_name:IP_address/port is using an unsupported version number
ASA,7,703,002,Received H.225 Release Complete with newConnectionNeeded for interface_name:IP_address to interface_name:IP_address/port
ASA,7,703,008,Allowing early-message: %s before SETUP from %s:%Q/%d to %s:%Q/%d\n
ASA,7,709,001,FO replication failed: cmd=command returned=code
ASA,7,709,002,FO unreplicable: cmd=command
ASA,7,710,001,TCP access requested from source_address/source_port to interface_name:dest_address/service
ASA,7,710,002,{TCP|UDP} access permitted from source_address/source_port to interface_name:dest_address/service
ASA,7,710,005,{TCP|UDP} request discarded from source_address/source_port to interface_name:dest_address/service
ASA,7,710,006,protocol request discarded from source_address to interface_name:dest_address
ASA,7,710,007,NAT-T keepalive received from 86.1.161.1/1028 to outside:86:1.129.1/4500
ASA,7,711,001,debug_trace_msg
ASA,7,711,003,Unknown/Invalid interface identifier(vpifnum) detected.
ASA,7,711,006,CPU profiling has started for n-samples samples. Reason: reason-string.
ASA,7,713,024,"Group group IP ip Received local Proxy Host data in ID Payload: Address IP_address, Protocol protocol, Port port"
ASA,7,713,025,"Received remote Proxy Host data in ID Payload: Address IP_address, Protocol protocol, Port port"
ASA,7,713,028,"Received local Proxy Range data in ID Payload: Addresses IP_address - IP_address, Protocol protocol, Port port"
ASA,7,713,029,"Received remote Proxy Range data in ID Payload: Addresses IP_address - IP_address, Protocol protocol, Port port"
ASA,7,713,034,"Received local IP Proxy Subnet data in ID Payload: Address IP_address, Mask netmask, Protocol protocol, Port port"
ASA,7,713,035,"Group group IP ip Received remote IP Proxy Subnet data in ID Payload: Address IP_address, Mask netmask, Protocol protocol, Port port"
ASA,7,713,039,"Send failure: Bytes (number), Peer: IP_address"
ASA,7,713,040,Could not find connection entry and can not encrypt: msgid message_number
ASA,7,713,052,User (user) authenticated.
ASA,7,713,066,IKE Remote Peer configured for SA: SA_name
ASA,7,713,094,Cert validation failure: handle invalid for Main/Aggressive Mode Initiator/Responder!
ASA,7,713,099,Tunnel Rejected: Received NONCE length number is out of range!
ASA,7,713,103,Invalid (NULL) secret key detected while computing hash
ASA,7,713,104,Attempt to get Phase 1 ID data failed while hash computation
ASA,7,713,113,"Deleting IKE SA with associated IPSec connection entries. IKE peer: IP_address, SA address: internal_SA_address, tunnel count: count"
ASA,7,713,114,"Connection entry (conn entry internal address) points to IKE SA (SA_internal_address) for peer IP_address, but cookies don't match"
ASA,7,713,117,Received Invalid SPI notify (SPI SPI_Value)!
ASA,7,713,121,Keep-alive type for this connection: keepalive_type
ASA,7,713,143,"Processing firewall record. Vendor: vendor(id), Product: product(id), Caps: capability_value, Version Number: version_number, Version String: version_text"
ASA,7,713,160,Remote user (session Id - id) has been granted access by the Firewall Server
ASA,7,713,164,The Firewall Server has requested a list of active user sessions
ASA,7,713,169,"IKE Received delete for rekeyed SA IKE peer: IP_address, SA address: internal_SA_address, tunnelCnt: tunnel_count"
ASA,7,713,170,"Group group IP ip IKE Received delete for rekeyed centry IKE peer: IP_address, centry address: internal_address, msgid: id"
ASA,7,713,171,NAT-Traversal sending NAT-Original-Address payload
ASA,7,713,187,"Tunnel Rejected: IKE peer does not match remote peer as defined in L2L policy IKE peer address: IP_address, Remote peer address: IP_address"
ASA,7,713,190,Got bad refCnt (ref_count_value) assigning IP_address (IP_address)
ASA,7,713,204,Adding static route for client address: IP_address
